词语	极性
挖肉补疮	2
歪八竖八	2
外简内明	1
刓方为圆	2
玩岁愒日	2
晚节不终	2
亡国之社	2
亡猿灾木	2
枉口诳舌	2
枉突徙薪	2
枉矫过激	2
忘情负义	2
望岫息心	2
望洋而叹	2
望尘奔北	2
望断白云	1
威刑肃物	2
微察秋毫	1
为法自弊	2
为裘为箕	1
为渊驱鱼，为丛驱爵	2
违世乖俗	1
违害就利	2
唯所欲为	2
惟力是视	1
惟所欲为	2
委委佗佗	1
未风先雨	2
味如嚼蜡	2
魏鹊无枝	2
温席扇枕	1
文弛武玩	1
文治武力	1
文过其实	2
文章经济	1
文经武纬	1
闻一知二	1
闻风而兴	1
问十道百	1
问罪之师	1
瓮尽杯乾	2
握素披黄	1
握发吐飧	1
乌衣子弟	1
呜呼噫嘻	2
无人之境	2
无父无君	2
无可不可	1
无可置辩	1
无地自厝	2
无名小辈	2
无如之何	2
无何有之乡	2
无知妄作	2
无所不尽其极	1
无所重轻	2
无风起浪	2
无根之木，无源之水	2
无容身之地	2
无偏无倚	1
无恶不造	2
叠韵	1
丢面子	2
洞房	1
毒物	2
端午	0
对歌	1
眼睁睁	2
佯攻	0
老黄牛	1
唠嗑	1
老饕	2
檑木	2
累累	2
冷宫	2
罹难	0
联欢	1
迫使	0
破门	0
仆从	0
扑扇	0
朴陋	0
七夕	0
嘁嘁喳喳	0
其次	0
奇袭	0
旗号	2
岂但	0
起火	0
起疑	0
气数	0
弃妇	2
器量	0
洽谈	0
千里马	1
牵线	0
前进	0
钳制	0
相惊伯有	2
恐慌万状	2
伈伈睍睍	2
香饽饽	0
谊切苔岑	1
讨人嫌	2
以手加额	1
脱口而出	1
言近指远	1
一言九鼎	1
语重心长	1
舌敝耳聋	2
只言片语	0
嬉笑怒骂	2
人之将死，其言也善	1
班荆道故	1
异口同声	0
聚讼纷纭	2
哑子吃黄连	2
晓以利害	1
百口莫辩	2
当头棒喝	2
在所难免	0
言归正传	2
良金美玉	1
矫矫不群	1
驰名中外	1
网开一面	1
起死人，肉白骨	1
陵云之志	1
不务空名	1
蹈节死义	1
田父献曝	1
好问则裕	1
靦颜事仇	2
面面厮觑	2
邈处欿视	1
民和年稔	1
名不虚得	1
名流巨子	1
明火持杖	2
鸣于乔木	1
命蹇时乖	2
磨砥刻厉	1
木梗之患	2
目空一世	2
目无三尺	2
目瞪口张	0
沐猴衣冠	2
拿腔作调	2
恼羞变怒	2
泥名失实	2
年高望重	1
鸟惊鱼散	2
宁可玉碎，不能瓦全	1
弄鬼掉猴	2
呕心滴血	1
攀龙讬凤	2
烹狗藏弓	2
行不从径	2
形孤影寡	1
胸有悬镜	1
朽木难彫	2
雪操冰心	1
雅人清致	1
言清行浊	2
研精竭虑	1
掩耳盗钟	2
鞅鞅不乐	2
阳春有脚	1
摇头稾脑	2
野鹤闲云	1
说闲话	2
私窝子	2
死气白赖	2
松气	0
算帐	2
贪脏	2
风吹浪打	0
逢吉丁辰	1
凤狂龙躁	0
凤翥鹏翔	1
凤叹虎视	1
否去泰来	1
肤见謭识	2
浮家泛宅	1
福善祸淫	2
孚尹旁达	1
俯首戢耳	1
付诸东流	2
负义忘恩	2
附凤攀龙	2
富国裕民	1
腹心相照	1
腹热肠慌	0
概日凌云	1
乾脆利索	1
甘雨随车	1
感今惟昔	1
高人一等	1
高不輳低不就	1
高步阔视	1
高朋满座	1
高鸟尽良弓藏	2
膏场绣澮	1
歌舞昇平	1
革故鼎新	1
革旧鼎新	1
格杀无论	0
根蟠节错	2
公正廉洁	1
公报私雠	2
功盖天下	1
躬先士卒	1
共贯同条	1
狗仗官势	2
狗肺狼心	2
狗彘不如	2
诟龟呼天	0
铁拳	1
停闭	2
通缉	2
统率	1
偷闲	2
头绪	1
图腾	1
土皇帝	2
推举	1
推延	2
权能	0
劝降	0
确信	0
禳解	0
扰动	0
热呼呼	0
人儿	1
人品	0
人事	2
仁弟	0
认罪	2
仍旧	0
荣归	1
容留	0
柔韧	1
如弟	0
儒教	0
入骨	1
软禁	2
润例	0
私党	2
私生子	2
肃立	1
贪污犯	2
肠伤寒	2
唱独角戏	2
超额利润	1
超重	2
沉迷	2
成效	1
吃不服	2
吃得消	1
痴长	1
能耐	1
弩钝	2
寒心酸鼻	2
难分难合	1
惜玉怜香	1
唇齿相依	1
新仇旧恨	2
报本反始	1
天覆地载	1
讽一劝百	1
能言巧辩	1
下阪走丸	1
要言不烦	1
唇干口燥	2
千言万语	1
夹枪带棍	2
一诺干金	1
泛泛而谈	2
人言籍籍	2
知人论世	2
争长论短	2
自圆其说	1
说一是一	1
宜截了当	1
入室操戈	2
空话连篇	2
淫辞邪说	2
辞不达意	2
南腔北调	2
违心之论	2
不言而信	1
宰相肚里能撑船	1
为国捐躯 	1
雄飞雌伏	1
非池中物	1
赤胆忠心	1
宁为五碎，不为瓦全	1
闭邪存诚	1
笔下生花	1
避凉附炎	2
辨若悬河	1
表里为奸	2
宾来如归	1
冰洁玉清	1
屏气吞声	0
拨乱为治	1
伯乐相马	1
捕影系风	2
不可多得	1
不名一格	1
不知利害	2
不脩边幅	2
不得其所	1
不僧不俗	2
不讳之门	1
不手药	2
不识起倒	2
才高七步	1
材朽行秽	0
材优幹济	1
惨不忍言	0
参天两地	1
拆东补西	2
搀行夺市	2
长才广度	1
长风破浪	1
昂藏	1
巴结	2
罢官	0
霸主	2
败火	0
拜见	1
拜天地	1
半衰期	2
帮腔	2
棒喝	2
包票	0
兴味素然	2
相敬如宾	1
投传而去	1
长安居大不易	2
咫尺之功	2
猿鹤虫沙	2
蝉腹龟肠	2
裘弊金尽	2
一无长物	2
象箸玉杯	1
猢狲入袋	2
巢毁卵破	2
闷葫芦	2
高着	1
够受的	2
扁桃体炎	2
变动	2
变色龙	2
辨客	1
辩士	1
表白	1
别提	1
摈除	2
冰凉	2
兵器	2
病案	2
病房	2
病魔	2
病院	2
波折	2
驳回	2
簸荡	2
哺养	1
不迭	2
不遑	2
不利	2
不期	1
不是话	2
不惜	1
风行电照	1
风雨如晦	0
风虎云龙	1
讽德诵功	1
凤骨龙姿	1
凤歌鸾舞	1
凤臆龙鬐	1
奉为至宝	1
否终则泰	1
跗萼联芳	1
扶危定倾	1
浮石沈木	2
浮笔浪墨	2
抚今悼昔	0
拊膺顿足	0
俛拾仰取	1
负才任气	2
负荆谢罪	1
负德背义	2
附影附声	2
富国彊兵	1
腹背之毛	0
改行从善	1
乾啼湿哭	1
肝心涂地	0
肝髓流野	2
感恩怀德	1
高才卓识	1
高自标树	1
高位厚禄	1
高官重禄	1
高情远致	1
高谈大论	2
膏脣拭舌	2
革凡成圣	1
革面洗心	1
格不相入	1
隔皮断货	2
各取所需	1
梗泛萍漂	0
公耳忘私	1
公道合理	1
攻苦茹酸	0
躬蹈矢石	1
贡禹弹冠	1
狗行狼心	2
狗偷鼠窃	2
沽名吊誉	2
献词	1
乡谊	0
详赡	0
响晴	0
向上	1
消耗	0
小不点儿	0
小人儿	1
效命	0
笑语	0
斜路	2
韶光	1
舍命	1
申请	1
身后	2
深醒	1
神童	1
审美	1
升天	2
生前	2
胜地	1
盛装	1
失敬	2
失陪	2
失势	2
失业	2
破除	1
破相	0
扑哧	0
铺叙	0
普遍	0
萋萋	1
齐楚	0
奇兵	1
奇异	0
旗帜	1
启齿	0
起来	1
气包子	0
气性	0
弃世	0
器宇	1
千儿八百	0
芊眠	1
谦卑	0
前茅	1
掮客	0
栽诬	2
家业调令	0
傅粉和郎	0
勇者不慎	1
状行	1
朝不某夕	2
揽蕹吻?	1
滕蛟起凤	1
卸责	2
谢幕	0
谢罪	1
心火	0
心眼儿	3
新婚	0
新式	0
信心	1
刑辱	2
汹汹	2
徐图	0
紧急状态	0
惊服	0
惧内	0
加意	0
驾驭	0
坚壁	1
健儿	1
轶类超群	1
因缘为市	2
银钩玉唾	1
淫朋狎友	2
引虎拒狼	2
饮水曲肱	1
饮泉清节	1
隐然敌国	1
莺歌燕语	0
鹰觑鹘望	1
郢人斤斧	1
应答如流	1
拥篲救火	2
用心用意	1
优游岁月	0
油头滑面	2
游刃馀地	1
有口无行	2
有负众望	2
有脚书厨	1
牖中窥日	2
迂谈阔论	2
余食赘行	2
余音袅袅	1
鱼目间珠	2
鱼游燋釜	0
鱼烂土崩	2
渔翁之利	2
榆木圪垯	2
与世沈浮	2
雨顺风调	1
雨霾风障	2
语长心重	1
玉骨冰肌	1
玉减香销	0
玉燕投怀	0
郁郁苍苍	1
遇难呈祥	0
鸳俦凤侣	1
渊蜎蠖伏	1
沅茝醴兰	1
托故	2
万幸	0
枉驾	1
威势	1
违心	2
各执一词	0
蒙昧无知	2
书生气十足	2
五谷不分	2
饭坑酒囊	2
黔驴之技	2
略识之无	2
不识大体	2
皮相之谈	2
只看见树木，不看见森林	2
鸡鹜争食	2
不可教训	2
指东画西	2
东摇西摆	2
星驰电走	0
藏踪蹑迹	0
执两用中	1
就事论事	2
想方设法	3
丁是丁，卯是卯	1
循名责实	1
予取于求	2
一本正经	3
浮光掠影	2
以意为之	2
画地而趋	2
风雨无阻	1
贻人口实	0
满腔热忱	1
不在其位，不谋其政	2
虚与委蛇	2
令人起敬	1
一瓣心香	1
半推半就	2
不以为奇	0
仑皇失措	0
附骥名彰	2
割席分坐	0
不甘后人	1
伺瑕抵蠙	2
驷马轩车	3
松枝挂剑	1
宋才潘面	1
送往视居	1
搜根剔齿	2
夙世冤家	0
速战速决	1
随方逐圆	2
随车致雨	1
随风逐浪	2
随乡入俗	0
岁不我与	2
遂心满意	1
碎玉零玑	1
碎琼乱玉	0
所向皆靡	1
太公钓鱼，原者上钩	0
贪欲无艺	2
谈吐生风	1
谈霏玉屑	1
坦然自若	1
探赜钩深	1
堂堂一表	1
韬光敛彩	1
桃夭李艳	1
桃李门墙	1
桃腮柳眼	1
讨类知原	1
腾腾兀兀	2
啼天哭地	2
体贴入妙	1
替古人担忧	2
擿埴索涂	0
天之僇民	2
天地剖判	1
天空海阔	1
天崩地陷	2
天无绝人之路	1
天网恢恢	1
添油炽薪	2
恬言柔舌	3
挑三检四	2
条脩叶贯	1
铁板铜弦	1
铁肠石心	3
铁壁铜墙	1
通才硕学	1
通文达艺	1
通风讨信	2
通险暢机	1
同仇敌慨	1
同心共济	1
同心竭力	1
同垂不朽	1
同恶相助	0
同德协力	1
铜山铁壁	1
铜驼草莽	2
偷闲躲静	2
头昏目眩	0
头破血出	2
头痛灸头，脚痛灸脚	2
投木报琼	1
投梭之拒	1
滑腻	1
患难	0
黄色音乐	2
辉赫	0
回嘴	0
黔驴技孤	2
锵金铿玉	1
强记博闻	1
墙头马上	1
敲骨榨髓	2
巧不可阶	1
切理厌心	1
禽息鸟视	2
青肝碧血	1
轻身重义	1
轻财重士	1
轻薄无礼	2
清新俊逸	1
擎天架海	1
曲学阿世	2
去危就安	0
劝善戒恶	1
鹊反鸾惊	1
鹊垒巢鸠	2
惹是招非	2
人生若寄	2
人情汹汹	0
任凭风浪起，稳坐钓鱼台	1
日角龙颜	1
日新月著	1
镕今铸古	1
柔远绥怀	0
如天之福	0
如虎生翼	0
如渴如饥	0
如履平地	0
辱身败名	2
入孝出悌	1
锐挫气索	0
塞井夷灶	1
三分像人，七分像鬼	2
三好两歹	2
三风十愆	2
三期贤佞	2
三谏之义	1
散兵游勇	2
桑廕未移	1
杀人如蒿	2
山河易改，本性难移	2
删华就素	1
善始令终	1
伤言扎语	2
赏高罚下	1
上下同欲	1
少条失教	2
设心处虑	2
射影含沙	2
身名两泰	1
身寄虎吻	0
深入显出	1
深文傅会	2
深根固柢	3
深猷远计	1
神不附体	2
神兵天将	1
神怡心旷	1
神流气鬯	1
神丧胆落	2
神驰力困	0
神龙马壮	1
失之毫釐，差之千里	2
失张冒势	0
诗书发冢	2
刺杀	2
凑巧	0
催命	2
打扰	2
大年夜	1
保不齐	1
报偿	1
抱佛脚	2
暴客	2
备荒	0
被难	0
贲临	1
逼宫	0
比配	0
必要	1
辟易	0
避乱	0
鞭打	0
误会	0
牺牲品	0
膝行	0
洗雪	0
喜鹊	0
细发	0
狭隘	2
下脚货	2
仙丹	1
纤悉	1
鲜亮	0
闲气	0
闲职	0
显荣	1
险峰	0
现代化	1
陷阵	1
撒欢儿	0
三花脸	2
散戏	0
丧亡	0
扫帚星	2
杀伤	0
煞白	0
讪脸	2
善男信女	1
伤俘	0
商谈	0
赏鉴	1
上策	1
上供	0
上手	1
紧要	0
惊厥	0
负荆	1
技痒	0
夹棍	0
驾御	0
健将	1
仪表	1
已决犯	2
义学	1
异己分子	0
夤缘	2
膺惩	0
愈合	1
元首	1
原始积累	0
圆寂	1
远征	0
约请	0
越级	2
殒灭	0
晕厥	0
宰相	0
赞语	1
造反	2
刀山火海	0
一发千钧	0
不祥之兆	0
鱼网鸿离	0
功到自然成	1
百星不如一月	2
放长线钓大鱼	0
山木自寇	0
不得人心	2
前功尽弃	0
有缘千里来相会	1
口角春风	2
为人说项　	1
大水冲了龙王庙　	2
两小无猜　	1
少小无猜　	1
贻笑大方　	2
樗栎庸材　	2
鹊笑鸠舞　	1
一路福星　	1
醉酒饱德　	1
粉妆玉琢	1
汹涌澎湃	1
人杰地灵	1
行不得也哥哥	0
天各一方	0
桂子飘香	1
万家灯火	0
通都大邑	0
奇花异卉	1
灵丹圣药	1
稀世之珍	1
偷安旦夕	2
财运	1
参合	0
残生	0
查封	2
羼杂	2
引咎责躬	1
饮水思源	1
饮气吞声	0
隐鳞戢羽	1
鹰心雁爪	1
迎门请盗	1
郢人斤斫	1
应答如响	1
庸中皦皦	1
用管窥天	2
忧公忘私	1
油头滑脸	2
游戏人世	2
有文无行	2
有恃毋恐	2
有头有脑	1
又弱一个	0
于安思危	1
余桃啖君	2
余勇可贾	1
鱼沉雁落	1
鱼质龙文	2
鱼烂瓦解	2
渔翁得利	2
榆木疙瘩	2
与世长辞	0
雨零星散	0
禹惜寸阴	1
语重心沉	1
玉食锦衣	2
玉碎香销	0
玉树琼枝	1
郁郁累累	0
鬻良杂苦	2
渊涓蠖濩	1
渊图远算	1
非我族类，其心必异	2
各从其志	2
明珠暗投	2
认奴作郎	2
无志	2
不识之无	2
一无所知	0
上不得台盘	2
求田问舍	2
守株待免	2
蹑手蹑脚	2
安步当车	1
匿影藏形	0
知止不殆	1
照猫画虎	2
玉尺量才 	1
言出法随	1
正颜厉色	0
心中无数	2
金口玉言	2
犹豫	2
犹豫不决	2
按部就班	2
一笑置之	3
闻声相思	1
折节下士	1
镇定	1
行若无事	1
依人篱下	0
柔远镇迩	1
如芒在背	0
如虎得翼	3
如鱼似水	1
如履如临	1
如痴似醉	0
辱国殃民	2
入吾彀中	0
软香温玉	1
锐挫望绝	0
塞耳盗锺	2
三户亡秦	1
三好两歉	2
三差两错	2
三智五猜	2
三翻四复	2
散言碎语	2
丧天害理	2
杀身成义	1
山容海纳	1
善眉善眼	1
伤风败化	2
赏善罚否	1
上援下推	2
少年老诚	1
设心积虑	2
歙漆阿胶	1
身名俱泰	1
身无寸缕	0
深切著明	1
深见远虑	1
深根固蒂	3
深图远算	1
神功圣化	1
神完气足	1
神思恍惚	2
神牵鬼制	2
神短气浮	2
神摇目夺	1
神枢鬼藏	1
神怿气愉	1
胜残去杀	1
失之毫釐，差以千里	2
失道寡助	2
诗情画意	1
托陈取消派	2
拖延	2
歪斜	2
挽联	0
王牌	1
威力	0
违禁	2
跼高蹐厚	2
俱收并蓄	0
踞虎盘龙	1
镌骨铭心	0
撧耳挠腮	0
抉目东门	2
嚼墨喷纸	1
君子好逑	1
开口见胆	1
开眉笑眼	0
岂弟君子	1
亢心憍气	2
克逮克容	1
课嘴撩牙	2
抠心挖肚	0
口呆目瞪	0
口诵心维	0
枯形灰心	2
枯蓬断草	0
刳脂剔膏	2
快刀斩麻	1
宽洪大度	1
匡鼎解颐	1
狂嫖滥赌	2
困心横虑	0
拉枯折朽	1
澜倒波随	2
烂熳天真	1
狼奔兔脱	2
狼猛蜂毒	2
狼顾虎视	2
浪蝶游蜂	2
潦原浸天	2
乐成人美	1
乐极生哀	0
乐善好义	1
乐尽哀生	0
傫如丧狗	0
泪迸肠绝	0
楞眉横眼	2
离本徼末	2
离蔬释屩	1
李广不侯	0
力尽筋疲	0
利齿能牙	1
沥胆隳肝	1
砺世磨钝	1
连枝分叶	1
连帙累牍	2
连阶累任	1
连战皆捷	1
怜新弃旧	2
敛锷韬光	1
恋酒迷花	2
两手空空	0
两脚书橱	2
量才器使	1
撩云拨雨	2
奉命唯谨	0
刚肠嫉恶	1
相忍为国	1
坐怀不乱	1
无冬无夏	0
折节读书	1
世上无难事，只怕有心人	1
舍得一身剐，敢把皇帝拉下马	1
天网恢恢，疏而不漏	1
恶衣恶食	2
修旧利废	1
忍辱含羞	0
二人同心，其利断金	1
众志成城	1
一体同心	1
左提右挚	1
意气相投	1
登高能赋	1
高才疾足	1
灵蛇之珠	1
三头六臂	1
有脚书橱	3
冰雪聪明	1
一家之言	1
手挥目送	0
认贼作父	2
摇尾求食	2
淫辞秽语	2
投石下井	2
一鼻孔出气	2
缓急	0
黄色文学	2
灰头土脸儿	2
回忆	0
蹇之匪躬	1
见兔放鹰	1
见几而作	1
见素抱朴	1
剑戟森森	2
江郎才尽	2
将勤补拙	1
降本流末	2
交臂相失	2
骄侈暴佚	2
椒焚桂折	2
焦脣敝舌	2
狡焉思逞	2
揭箧担囊	2
诘屈謷牙	2
洁浊扬清	1
桀骜难驯	2
截鹤续凫	2
解纷排难	1
借酒浇愁	0
金口玉牙	3
金石之言	1
金枝玉叶	1
金屋娇娘	1
金貂取酒	1
金闺国士	1
金声掷地	1
谨始虑终	1
锦囊佳句	1
进退中度	1
进退有常	1
进退惟咎	0
进退为难	0
进退触籓	0
进道若踡	2
进贤退愚	1
进德修业	1
荆棘铜驼	2
惊心怵目	0
惊心惨目	0
惊世骇俗	1
惊起梁尘	1
惊魂落魄	0
鲸吞蛇噬	2
井渫不食	1
径情直行	1
敬老慈穉	1
静言庸违	2
迥然不群	1
九间大殿	0
酒肉兄弟	2
酒囊饭包	2
救偏补弊	1
居大不易	0
鞠为茂草	2
志满气骄	2
治国安邦	1
栉霜沐露	1
掷鼠忌器	2
智昏菽麦	2
鸷击狼噬	2
中流底柱	1
忠孝节义	0
钟鸣鼎列	0
踵接肩摩	0
众目昭彰	0
重义轻财	1
周而复始	0
粥少僧多	0
昼阴夜阳	2
朱脣皓齿	1
朱颜绿发	1
珠投璧抵	2
珠窗网户	3
珠璧联辉	1
铢量寸度	1
逐末舍本	2
逐风追电	1
逐影寻声	0
主文谲谏	2
煮鹤烧琴	2
杼柚空虚	2
祝发空门	0
铸新淘旧	1
拽布拖麻	0
转死沟渠	0
转斗千里	0
追本溯源	0
追风蹑影	1
追云逐电	1
追欢取乐	2
卓荦不羁	1
捉影捕风	2
浊骨凡胎	0
酌古参今	0
孜孜不辍	1
孳孳不倦	1
恣心纵欲	2
足不履影	3
足音空谷	1
镞砺括羽	1
钻天觅缝	2
钻冰求火	2
嘴清舌白	1
醉舞狂歌	2
遵厌兆祥	0
左右逢原	1
左道旁门	2
作歹为非	2
作贼心虚	2
坐不垂堂	1
坐而论道	2
坐薪悬胆	1
凿坏而遁	0
阿附	2
哀叹	0
碍口	0
安慰	0
露脸	0
落莫	0
卖乖	2
小恩小惠	2
着三不着两	2
害人	2
鱼肉百姓	2
讳莫如深	0
招摇过市	2
项庄舞剑，意在沛公	2
背倍弃义	2
虚骄恃气	2
神气活现	2
横行不法	2
欺人	2
熏天赫地	2
规求元度	2
声色贷利	2
细大不捐	2
小己得失	2
豪夺	2
如丘而止	2
唯唯连声	2
豕突狼奔	2
鼠腥蜗肠	2
浅斟低唱	2
伺瑕导蠙	2
驷马高车	3
松柏之志	1
宋斤鲁削	1
送往劳来	0
搜索肾胃	1
夙夜不解	0
随近逐便	2
随珠和璧	0
随乡入乡	1
岁月如流	0
遂心应手	1
碎身粉骨	0
损人肥己	2
所费不赀	2
太平无象	2
贪汙狼藉	2
贪赃坏法	2
谈吐风生	1
谈优务劣	2
叹老嗟卑	2
淘沙取金	0
韬光韫玉	1
桃夭柳媚	1
桃李春风	1
桃腮粉脸	1
忑忑忐忐	2
剔透玲珑	1
蹄间三寻	1
体无完皮	2
摘瓜抱蔓	2
擿植索涂	0
天之戮民	2
天地诛灭	2
天荆地棘	2
天崩地裂	0
天道无亲	1
添醋加油	2
恬淡无为	1
挑么挑六	2
条贯部分	1
铁板铜琶	1
铁狱铜笼	0
停辛伫苦	0
通才练识	1
通文调武	1
通风报信	0
通儒达士	1
同仇敌忾	1
同心合力	1
同心敌忾	1
同美相妒	2
同恶相恤	2
同盘而食	1
铜盘重肉	0
偷媚取容	2
头昏目晕	0
头破血流	2
头痛治头，足痛治足	2
投戈讲艺	1
投梭折齿	1
东猎西渔	2
洞心骇耳	0
斗方名士	2
都头异姓	1
独立王国	2
黩武穷兵	2
杜渐防微	1
断长补短	1
断齑画粥	1
敦默寡言	1
遁俗无闷	0
多灾多难	0
堕溷飘茵	0
讹以传讹	2
恶衣蔬食	1
恶紫夺朱	2
二缶锺惑	2
伐罪吊民	1
反朴还淳	1
饭来开口	2
方头不律	2
放辟淫侈	2
飞鸟依人	3
飞檐走脊	1
吠影吠声	2
分花约柳	1
分劳赴功	1
焚骨扬灰	0
奋身不顾	1
愤不顾身	1
丰墙墝下	2
风月无边	1
风雨对床	0
赫奕	1
轰动	0
鸿鹄	1
虎势	1
低估	2
滴溜溜	1
嫡母	0
抵排	2
地方主义	2
帝王	3
宣扬	3
学问	1
血友病	0
殉情	0
咽峡炎	0
炎症	0
抠字眼儿	2
宽饶	1
喟叹	0
苦战	0
溃败	2
拉交情	2
种族主义	2
重婚	2
重用	1
珠宝	0
烛泪	1
主谋	2
伫立	1
注重	1
转筋	0
转赠	1
装殓	0
撞骗	2
追认	0
追赠	0
准许	0
着花	0
强中自有强中手	0
强脣劣嘴	2
跷足抗手	1
敲榨勒索	2
巧立名色	2
切理餍心	1
噙齿戴发	1
青衫司马	0
青蝇点璧	2
轻身殉义	1
轻财敬士	1
清歌妙舞	1
穷不失义	1
曲学诐行	2
去故纳新	0
劝善黜恶	1
鹊返鸾回	1
榷酒征茶	2
热心快肠	1
人百其身	2
人情恟恟	2
仁言利溥	1
任凭风浪起，稳坐钓鱼船	1
日昃不食	1
日新月盛	1
镕古铸今	1
强取	2
抢险	1
乔装	0
俏式	1
切要	0
亲戚	0
亲友	0
亲嘴	0
青春	0
轻闲	0
清查	0
情操	1
情郎	1
情态	0
情欲	0
请罪	0
穷目	0
求告	0
求情	0
屈尊	1
趣剧	0
良宵	1
亮堂堂	1
琳琅	1
流民	0
喽罗	2
堂奥	1
逃命	2
陶钧	1
天安门事件	2
天然	1
天真	3
贴金	2
举世无双	1
据义履方	2
锯牙钩爪	2
卷甲衔枚	1
决一雌雄	2
抉目悬门	2
倔头强脑	2
钧天广乐	1
开花结实	1
开云见天	1
刊心刻骨	1
尻轮神马	0
剋己奉公	1
铿金霏玉	1
口中雌黄	2
口谐辞给	1
枯木生花	0
枯枿朽株	2
枯树逢春	1
夸大其辞	2
快心遂意	1
宽洪海量	1
匡衡凿壁	1
诳时惑众	2
困兽犹斗	2
来好息师	1
揽辔中原	1
滥官污吏	2
狼奔鼠窜	2
狼嗥狗叫	2
狼顾鸱张	2
劳民费财	2
乐天安命	0
乐事劝功	0
乐极则忧	0
乐道好古	0
乐山爱水	0
磊落不羁	1
冷血动物	2
楞头楞脑	2
离奇古怪	1
离鸾别凤	2
李广难封	2
历历落落	2
沥血披心	1
丽句清辞	1
连天烽火	2
连枝同气	1
连昬接晨	0
连篇累帙	2
连舆接席	1
廉而不刿	1
脸红耳赤	0
恋恋难舍	1
两肋插刀	1
两意三心	2
量材录用	1
引咎自责	2
澹泊寡欲	1
一秉至公	1
眼里揉不下沙子	1
仰屋著书	1
不远千里	1
事必躬亲	1
一身都是胆	1
先自隗始	0
精打细算	1
规行矩步	2
精诚团结	1
一心一德	1
相儒以沫	1
患难与共	1
和而不同	1
周而不比	1
鹤鸣九皋	1
旁求俊彦	1
下笔成篇	1
手急眼快	1
殚见洽闻	1
别开生面	1
裙带关系	2
强记	1
抢亲	2
敲竹杠	2
愀然	2
切忌	0
亲口	0
亲吻	0
勤王	1
轻取	0
倾向	0
清瘦	0
情话	1
情谊	1
请援	0
穷竭	0
囚牢	0
求偶	0
驱迫	2
取悦	2
无与为比	1
舞爪张牙	2
析肝吐胆	1
嘻皮笑脸	2
洗心回面	1
喜形於色	1
霞思天想	0
夏虫疑冰	2
先意承指	2
鲜车怒马	3
闲言淡语	2
贤贤易色	1
衔冤负屈	0
显姓扬名	1
乡利倍义	2
祥风时雨	1
像煞有介事	2
鸮鸟生翼	2
霄鱼垂化	1
效死勿去	1
胁肩低首	2
心忙意乱	1
心如槁木	0
心狠手毒	2
心贯白日	1
心劳意攘	2
心烦虑乱	2
心头撞鹿	2
心惊胆裂	2
兴致淋漓	1
孔方兄	2
夸嘴	2
喟然	2
苦心	1
亏折	1
拉饥荒	2
披肝露胆	1
匹马一麾	1
飘瓦虚舟	2
贫贱之知	1
破肝糜胃	1
破觚斫雕	1
剖肝沥胆	1
七步八叉	1
七窍玲珑	1
奇花异草	1
骑上扬州鹤	2
骑鹤扬州	2
棋逢对手	1
杞天之虑	2
气吞湖海	1
气满志得	1
弃邪从正	1
弃瑕取用	1
掐尖落钞	2
千夫诺诺，不如一士谔谔	2
千里神交	1
千辛万苦	0
千思万想	0
千仓万箱	1
千疮百痍	0
迁思回虑	0
牵肠萦心	0
前尘影事	0
潜蛟困凤	0
彩霞	1
残年	0
产褥热	0
噫嘻	0
义务劳动	1
异己	0
殷殷	1
英魂	1
遇救	0
元戎	0
圆谎	2
远谋	1
约会	1
岳丈	1
陨越	0
晕高儿	0
栽脏	2
赞美诗	1
早退	2
垂手而得	1
瓮中捉鳖	1
回光返照	0
紫气东来	1
晴天霹雳	0
天灾人祸	0
反败为胜	1
多财善贾	1
情深潭水	1
同声相应，同气相求	1
杵臼之交	1
强而后可	2
束缊请火	1
春风夏雨	1
口碑载道　	1
歃血为盟　	1
物以类聚　	2
承欢膝下　	1
屈高就下　	1
燕雀相贺　	1
自崖而反　	0
雨过天青	1
不食之地	2
沃野千里	1
曲径通幽	1
前不巴村，后不巴店	2
卧榻之侧，岂容他人鼾睡	2
奇光异彩	1
明日黄花	2
金石丝竹	1
文房四宝	1
琼林玉树	1
巍然屹立	1
死而后已	1
名家	1
名士	1
明断	1
莫逆	1
拿手	1
哀天叫地	0
爱博而情不专	2
爱莫能助	0
爱礼存羊	1
安常履顺	0
安魂定魄	1
安生服业	1
安故重迁	2
案无留牍	1
暗室不欺	1
昂头挺胸	1
傲慢少礼	2
傲雪凌霜	1
鳌头独占	1
八面莹澈	1
拔山超海	1
拔群出萃	1
霸王别姬	2
白蜡明经	0
白衣公卿	1
百二河山	1
百举百全	1
百万雄师	1
败事有馀，成事不足	2
拜倒辕门	1
搬脣弄舌	2
半间不界	2
棒打鸳鸯	2
饱暖生淫欲	2
报仇雪耻	0
抱打不平	1
抱瓮出灌	2
暴取豪夺	2
杯酒言欢	0
悲从中来	0
背公营私	2
背本就末	2
悖言乱辞	2
鼻孔朝天	2
喧闹	0
雪冤	0
血晕	0
殉职	0
烟霭	0
眼泪	0
志骄意满	2
栉比鳞次	0
掷地有声	1
智均力敌	0
智圆行方	1
雉伏鼠窜	2
中河失舟，一壶千金	0
终南捷径	0
钟漏并歇	0
踵迹相接	0
众怒难犯	0
重男轻女	2
重赏之下，必有勇夫	0
周规折矩	2
肘胁之患	2
昼想夜梦	0
朱甍碧瓦	1
诛求不已	2
珠沉玉磒	0
珠零锦粲	1
铢寸累积	1
铢积寸累	1
